movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
1366,The Crucible,drama,1996,tt0115988,6.8,37243.0,0.0,124,en,25000000,"Based upon the play ""The Crucible"" by Arthur Miller (who wrote the screen adaptation), the Salem witch trials in 1692 plunge the Massachusetts Bay colony into chaos.",19,7343114,Arthur Miller's timeless tale of truth on trial.,6,398
1367,101 Dalmatians,children's comedy,1996,tt0115433,5.7,109591.0,0.0,103,en,54000000,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",95,320689294,So many dogs. So little time.,5,2774
1368,"Forbidden Christ, The (Cristo proibito, Il)",drama,1950,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1369,I Can't Sleep (J'ai pas sommeil),drama thriller,1994,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1370,Die Hard 2,action thriller,1990,tt0099423,7.2,355087.0,0.0,124,en,70000000,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",43,240031094,Die Harder,6,4569
1371,Star Trek: The Motion Picture,action adventure sci-fi,1979,tt0079945,6.4,87860.0,0.0,132,en,35000000,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",27,139000000,The human adventure is just beginning.,6,1290
1372,Star Trek VI: The Undiscovered Country,action adventure sci-fi,1991,tt0102975,7.2,74421.0,0.0,110,en,27000000,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their dealiest encounter.",16,96900000,The battle for peace has begun.,7,949
1373,Star Trek V: The Final Frontier,action adventure sci-fi,1989,tt0098382,5.5,59057.0,0.0,107,en,30000000,"The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Sha Ka Ree which is supposed to be the source of all life. Together they begin to search for this mysterious planet.",26,70200000,Adventure and imagination will meet at the final frontier.,5,884
1374,Star Trek: The Wrath of Khan,action adventure sci-fi,1982,,-1.0,-1.0,0.0,-1,en,12000000,"It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen, Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One, stolen a top secret device called Project Genesis, wrested control of another Federation Starship and sets out in pursuit of the Enterprise, determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.",20,96800000,At the end of the universe lies the beginning of vengeance.,7,1468
1375,Star Trek III: The Search for Spock,action adventure sci-fi,1984,tt0088170,6.6,79076.0,0.0,105,en,18000000,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,16,87000000,A dying planet. A fight for life.,6,1015
1376,Star Trek IV: The Voyage Home,action adventure sci-fi,1986,tt0092007,7.3,83672.0,0.0,119,en,24000000,"It's the 23rd century, and a mysterious alien power is threatening Earth by evaporating the oceans and destroying the atmosphere. In a frantic attempt to save mankind, Kirk and his crew must time travel back to 1986 San Francisco where they find a world of punk, pizza and exact-change buses that are as alien as anything they've ever encountered in the far reaches of the galaxy. A thrilling, action-packed Star Trek adventure!",23,133000000,The key to saving the future can only be found in the past.,7,1100
1377,Batman Returns,action adventure comedy crime,1992,tt0103776,7.1,293883.0,0.0,126,en,80000000,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",231,280000000,"The Bat, the Cat, the Penguin.",6,5098
1378,Young Guns,action comedy western,1988,tt0096487,6.8,59965.0,0.0,107,en,13000000,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",20,44726644,Six reasons why the west was wild.,6,691
1379,Young Guns II,action comedy western,1990,tt0100994,6.5,35311.0,0.0,104,en,20000000,"Three of the original five ""young guns"" — Billy the Kid (Emilio Estevez), Jose Chavez y Chavez (Lou Diamond Phillips), and Doc Scurlock (Kiefer Sutherland) — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett.",18,59000000,"Yoo-Hoo, I'll make ya famous!",6,407
1380,Grease,comedy musical romance,1978,tt6687650,6.4,20.0,0.0,-1,en,6000000,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",50,181813770,Grease is the word.,7,5994
1381,Grease 2,comedy musical romance,1982,tt9031372,-1.0,-1.0,0.0,60,en,13200000,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",18,15171476,The Music and Feeling go on Forever.,5,557
1382,Marked for Death,action drama,1990,tt0100114,5.9,21874.0,0.0,93,en,12000000,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",18,46044400,He's a good cop. In a bad mood.,5,376
1383,Adrenalin: Fear the Rush,action sci-fi,1996,tt0115471,3.8,3641.0,0.0,77,en,0,"In a not-too-distant future, a lethal virus sweeps across Europe, prompting the creation of quarantine refugee camps in the United States. Police officers Delon (Natasha Henstridge) and Lemieux (Christopher Lambert) learn of a grisly murder in the Boston camp and team up to investigate. Suspecting the ruthless killer is infected with the virus, the pair have just hours to stop him before he becomes contagious and infects the entire population.",5,0,If he's not dead by dawn...we are.,4,48
1384,The Substance of Fire,drama,1996,tt0117773,6.0,647.0,0.0,97,en,0,"Isaac Geldhart is a Holocaust survivor who, overcome by grief at the recent death of his wife, seems determined to run his publishing firm into the ground by printing books that have no hope of financial success. His son Aaron, who also works at the company, grows frustrated with Isaac's emotional decline and attempts to take over the firm. The resulting crisis involves Isaac's other two children, his daughter Sarah and his dying son Martin.",2,0,,6,3
1385,Under Siege,action,1992,tt16124764,-1.0,-1.0,0.0,-1,en,0,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",47,0,,5,259
1386,Terror in a Texas Town,western,1958,tt0052287,6.8,2092.0,0.0,80,en,0,"Armed with a harpoon, a Swedish whaler is out for revenge after the death of his father. A greedy oil man trying to buy up the Swede's land might be the guilty party.",5,0,When the Texas Plains Ran With Blood and Black Gold!,6,30
1387,Jaws,action horror,1975,tt0073195,8.1,575739.0,0.0,124,en,7000000,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",60,470653000,Don't go in the water,7,8181
1388,Jaws 2,action horror,1978,tt0077766,5.8,76621.0,0.0,116,en,20000000,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,29,187884007,Just when you thought it was safe to go back in the water...,5,1445
1389,Jaws 3-D,action horror,1983,tt0085750,3.7,43111.0,0.0,99,en,20500000,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",28,87987055,A deadly new attraction.,4,945
1390,My Fellow Americans,comedy,1996,tt0117119,6.5,14971.0,0.0,101,en,21500000,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.",10,0,"A comedy about life, liberty and the pursuit of two ex-presidents.",6,112
1391,Mars Attacks!,action comedy sci-fi war,1996,tt0116996,6.4,222835.0,0.0,106,en,70000000,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",26,101371017,Nice planet. We'll take it!,6,4413
1392,Citizen Ruth,comedy drama,1996,tt0115906,7.0,7986.0,0.0,106,en,3000000,"""Citizen Ruth"" is the story of Ruth Stoops, a woman who nobody even noticed -- until she got pregnant. Now, everyone wants a piece of her. The film is a comedy about one woman caught in the ultimate tug-of-war: a clash of wild, noisy, ridiculous people that rapidly dissolves into a media circus.",5,153155,"Life, liberty, money and the pursuit of happiness. She's gotta have it.",6,86
