,movie_id,tags,title,genres,year
908,920,based on a book black and white afi  emerson must see freakin fabulous historical literature own it epic i love this movie civil war amazingly racist carpetbaggers white man oppressed malcolm x from kata national film registry to see oscar best actress oscar best cinematography oscar best directing oscar best picture oscar best supporting actress civil war classic south must must afi usa film registry civil war women imdb top  historical drama  want to see again afi  best picture erlend s dvds oscar best actress oscar best picture favorite own i love this movie oscar best picture love vivian leigh war racist rubbish want to see again can t remember epic romance clark gable classic victor fleming oscar best picture war vday owned tumey s dvds dvd r oscar best actress oscar best picture classic oscar best picture american civil war social commentary strong woman civil war oscar best picture best picture civil war oscar best picture southern theme vivian leigh want to see again classic masterpiece civil war clark gable leslie howard olivia dehavilland vivian leigh classic civil war classic southern theme mm civil war classic mm afi  afi  cheers afi  movie quotes civil war classic oscar best actress oscar best cinematography oscar best directing oscar best picture oscar best supporting actress usa film registry a good romantic film drama romance war drama romance war drama romance war drama romance war drama romance war,Gone with the Wind ,drama romance war,1939
909,921,television television television awesome tumey s dvds peter o toole nyc comedy comedy comedy comedy comedy,My Favorite Year ,comedy,1982
910,922,afi  emerson must see hollywood billy wilder highly quotable william holden movies national film registry classic old graet usa film registry imdb top  classic hollywood story black comedy hollywood los angeles afi  best performance gloria swanson as norma desmond erlend s dvds afi  afi  movie quotes age disparity romance biting black comedy classic dark elegiac highly quotable hollywood irreverent los angeles movies oscar best art direction oscar best music original score oscar best music oscar best screenplay oscar nominee lead actress satire swimming pool usa film registry atmospheric biting elegiac irreverent satirical dark friends should see billy wilder noir thriller hollywood tumey s dvds hollywood eerie interesting old hollywood actress goes nuts age disparity romance stardom classic classic hollywood classic hollywood knowledge of end at beginning afi  afi  movie quotes billy wilder classic hollywood los angeles oscar best art direction oscar best music original score oscar best music oscar best screenplay oscar nominee lead actress usa film registry sven s to see list film-noir film-noir film-noir film-noir film-noir,Sunset Blvd. (a.k.a. Sunset Boulevard) ,film-noir,1950
911,923,black and white allmost perfect perfect abe ari knoll biopic highly quotable rosebud library national film registry rise to power classic newspaper theme classic breakthroughs classic afi usa film registry film theory criticism jonossa classic imdb top  orson wells imdb top  afi  own erlend s dvds atmospheric enigmatic ironic literate melancholy poignant sweeping orson welles awesome quarto potere orson welles amazing cinematography overrated owned overrated obsession seen more than once sucks dvd bfi classic biographical view   the greatest business tycoon oscar best writing screenplay written directly for the screen rise to power welles beautifully done biography orson welles owned tumey s dvds orson welles watch classic orson welles rosebud orson welles classic vhs drama mystery orson welles usa overrated movie to see orson welles clv dvd video amazing cinematography atmospheric biography black and white film theory criticism newspaper theme orson welles seen more than once orson welles afi  afi  movie quotes classic oscar best writing screenplay written directly for the screen usa film registry    drama drama drama drama drama,Citizen Kane ,drama,1941
912,924,arthur c clarke artificial intelligence based on a book classic cult film kubrick book cinematographer geoffrey unsworth ohsoso breathtaking genius dvd collection stanley kubrick head movie genius boring arthur c clarke sci fi hal space national film registry spaceships hard to rate aliens artificial intelligence based on a book cerebral computer paranoia future imdb top  space space travel surreal sci fi breakthroughs artificial intelligence cosmic evolution hal  sf space stanley kubrick veja futuristmovies com future future art deco stanley kubrick imdb top  stanley kubrick classic groundbreaking sci fi kubrick kubrick the film sci fi space  stars head movie mindfuck stanley kubrick sci fi artificial intelligence afi  artificial intelligence erlend s dvds stanley kubrick atmospheric benign aliens cerebral chilly computer paranoia deliberate enigmatic future dystopias meditative somber space travel stanley kubrick arthur c clarke classic kubrick amazing cinematography cool but freaky oppressive soundtrack boring cult film adapted from book artificial intelligence author arthur c clarke setting space space ship video surveillance  dvd artificial intelligence human versus computer oscar best effects visual effects space travel visionary baffling classic avante garde sci fi space classic sci fi kubrick tumey s dvds dvd r breathtaking mindfuck classic stanley kubrick space adapted from book sparse kubrick ai classic kubrick boring slow sci fi adventure sci fi stanley kubrick uk usa ade geia classic based on a book stoner movie stanley kubrick aliens space travel surreal mm betamax clv  stars stanley kubrick apes portrayed as human precursers fast forwarding overlong beginnings mm afi  afi  cheers afi  movie quotes afi  thrills classic kubrick oscar best effects visual effects sci fi space drama mystery sci-fi thriller drama mystery sci-fi thriller drama mystery sci-fi thriller drama mystery sci-fi thriller drama mystery sci-fi thriller,2001: A Space Odyssey ,drama mystery sci-fi thriller,1968
913,925,nan,Golden Earrings ,adventure romance,1947
914,926,afi  emerson must see fabulous bettie davis rules hollywood national film registry oscar best directing oscar best picture oscar best supporting actor veja imdb top  classic bibliothek backstage camp afi  best performance bette davis as margo channing best picture wikilens top pick eva contro eva friends should see great screenplays gay fave tony awards oscar best picture tumey s dvds oscar best picture oscar best picture classic dvd r dvd ram ummarti afi  afi  movie quotes classic hollywood oscar best directing oscar best picture oscar best supporting actor drama drama drama drama drama,All About Eve ,drama,1950
915,927,divorce national film registry adapted from b way chick flick classic comedy comedy comedy comedy comedy,"Women, The ",comedy,1939
916,928,hitchcock hitchcock mrs dewinter oscar best cinematography oscar best picture hitchcock criterion imdb top  hitchcock alfred hitchcock erlend s dvds hitchcock filmaffinity top pick hitchcock atmospheric enigmatic gloomy lavish moody ominous dark comedy gothic hitchcock alfred hitchcock alfred hitchcock amazing cinematography dark great adaptations alfred hitchcock  oscar best picture george sanders joan fontaine judith anderson laurence olivier nigel bruce reginald denny alfred hitchcock laurence olivier lawrence olivier classic hitchcock afi  thrills alfred hitchcock oscar best cinematography oscar best picture romance thriller romance thriller romance thriller romance thriller romance thriller,Rebecca ,romance thriller,1940
917,929,europe journalism war erlend s dvds journalism thriller thriller thriller thriller thriller,Foreign Correspondent ,thriller,1940
918,930,alfred hitchcock hitchcock miami assassination national film registry hitchcock criterion imdb top  hitchcock alfred hitchcock imdb top  need to own best performance cary grant as t r devlin oscar nominee supporting actor put me to sleep alfred hitchcock alfred hitchcock alfred hitchcock k movie tumey s dvds alfred hitchcock claude rains ingrid bergman leopoldine konstantin louis calhern reinhold schã¼nzel need to own alfred hitchcock cary grant best performance cary grant as t r devlin afi  thrills alfred hitchcock oscar nominee supporting actor alfred hitchcock hitchcock film-noir romance thriller film-noir romance thriller film-noir romance thriller film-noir romance thriller film-noir romance thriller,Notorious ,film-noir romance thriller,1946
919,931,hitchcock gregory peck ingrid bergman amnesia library criterion psychoanalysis hitchcock   mental hospital overture sexual harrassment think of the acting mystery romance thriller mystery romance thriller mystery romance thriller mystery romance thriller mystery romance thriller,Spellbound ,mystery romance thriller,1945
