movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
944,lost horizon,drama,1937,en,4000000,"British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway.",10,0,At last! The masterpiece of America's foremost film genius blazes to the screen!,7,142,27475
945,top hat,comedy musical romance,1935,en,609000,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",11,3202000,They're Dancing Cheek-To-Cheek Again!,7,215,27475
946,to be or not to be,comedy drama war,1942,en,0,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",12,0,Hollywood's Happiest Star in the Picture You Must Not Miss!,7,486,27475
947,my man godfrey,comedy,1936,en,575375,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two.",12,684200,,7,243,27475
948,giant,drama,1956,en,70000000,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",57,23159305,It came from outer space!,7,4438,27475
949,east of eden,drama,1955,en,1,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",13,5,The searing classic of paradise lost!,7,548,27475
950,"thin man, the",mystery,1934,en,821000,High society sleuths Nick and Nora Charles run into a variety of shady characters while investigating a race-track murder.,6,2301000,FUNNIER THAN EVER in their first new laugh-thriller in 2 years!,7,66,27475
951,his girl friday,comedy,1940,en,0,"Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee.",13,0,She learned about men from him!,7,596,27475
952,around the world in 80 days,adventure comedy,1956,en,110000000,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",22,72178895,Let your imagination soar.,5,2001,27475
953,it's a wonderful life,drama,1946,en,3180000,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",42,9644124,It's a wonderful laugh! It's a wonderful love!,8,3244,27475
954,mr. smith goes to washington,drama,1939,en,1500000,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",16,9600000,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",8,769,27475
955,bringing up baby,comedy,1938,en,1073000,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",10,0,"And so begins the hilarious adventure of Professor David Huxley and Miss Susan Vance, a flutter-brained vixen with love in her heart!",7,717,27475
956,penny serenade,drama romance,1941,en,0,"While listening to a recording of Penny Serenade, Julie Gardiner Adams begins reflecting on her past. She recalls her impulsive marriage to newspaper reporter Roger Adams, which begins on a deliriously happy note but turns out to be fraught with tragedy. Other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. A flood of memories come back to her as she ponders on their present problems and how they arose.",6,0,"""Remember the tune they were singing the night we fell in love?...""",6,71,27475
957,"scarlet letter, the",drama,1926,en,50000000,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",14,10382407,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",6,370,27475
958,lady of burlesque,comedy mystery,1943,en,0,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",3,0,Mirth! Murder! Melody! Mystery! and Girls! Girls! Girls!,5,28,27475
959,of human bondage,drama,1934,en,0,"Club-footed medical school student Philip Carey falls in love with cynical waitress Mildred Rogers. She rejects him and runs off with a salesman, later returning pregnant and unmarried. Philip takes her in, though ""happily ever after"" is not to be.",8,0,The Love That Lifted a Man to Paradise......and Hurled Him Back to Earth Again,6,82,27475
960,angel on my shoulder,crime drama,1946,en,0,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,5,0,With an angel on his shoulder...and the devil in his heart!,6,21,27475
961,little lord fauntleroy,drama,1936,en,0,"Young Cedric Errol and his widowed mother live in genteel poverty in 1880s Brooklyn after the death of his father. Cedric's grandfather, the Earl of Dorincourt, has long ago disowned his son for marrying an American. But after the death of the Earl's remaining son, he decides to accept Cedric as his heir.",11,0,,7,209,27475
962,they made me a criminal,crime drama,1939,en,0,"A boxer flees, believing he has committed a murder while he was drunk.",4,0,YOU'D GIVE A DOG A BETTER CHANCE!,6,22,27475
963,"inspector general, the",musical,1949,cs,0,"Vlasta Burian appears in a town of Czarist Russia impersonating an Inspector General, and he is entertained lavishly by the local political-hacks and peasants seeking his favor for whatever they are advocating or need fixed. Burain is involved in a series of comical situations as he takes everything he can gets his hands on while the peasants, who must plead for the betterment of their conditions, are left on the outside-looking-in. He makes his escape just as the real Inspector General is set to appear, but those-in-need will be no better off when the real McCoy shows up then they were with Burian.",0,0,,6,5,27475
